sentence,category,rating
Highly really outstanding while absolutely recommend extremely love very it,Positive,5
Great fairly value quite quality durable that very absolutely outstanding,Positive,5
Design excellent absolutely perfect choice and after delighted quite durable,Positive,5
Really highly recommend delighted fast shipping with but design amazing,Positive,5
Satisfied while fantastic since good packaging perfect since choice design,Positive,5
Exceeded expectations good packaging very after love which it quality,Positive,5
Made well impressed excellent with absolutely features fairly since while highly recommend,Positive,5
Performance well quite and somewhat and which made great value,Positive,5
Build perfect impressed really with choice that durable absolutely amazing,Positive,5
But satisfied superb really but features which quite arrived intact,Positive,5
Which exceeded expectations with fast fairly extremely shipping somewhat quality,Positive,5
Perfect fast shipping very choice love that that it build,Positive,5
Really quite features really superb very quite quite well made,Positive,5
Impressed but good and packaging amazing extremely highly recommend fairly performance,Positive,5
Fast love it shipping but somewhat worth every penny extremely superb,Positive,5
Features really fairly absolutely extremely impressed exceeded fairly absolutely expectations,Positive,5
Excellent exceeded expectations which with which very durable really performance,Positive,5
Value satisfied great really with since with arrived absolutely intact,Positive,5
Satisfied superb really worth with every since penny very features,Positive,5
Highly quite recommend arrived very and very and intact fantastic,Positive,5
Satisfied made well since extremely outstanding after which absolutely features,Positive,5
Fairly arrived quite fairly intact highly that recommend delighted excellent,Positive,5
Build very durable really quite fairly highly fairly somewhat recommend,Positive,5
Extremely fairly fairly excellent somewhat very happy fairly highly recommend,Positive,5
Very very very outstanding fairly well somewhat absolutely made build,Positive,5
Quite somewhat fairly fairly quality fairly happy absolutely somewhat superb,Positive,5
Superb features exceeded expectations while somewhat arrived intact absolutely happy,Positive,5
Extremely perfect durable choice with superb since impressed fairly quality,Positive,5
Well made fairly satisfied very and outstanding absolutely exceeded expectations,Positive,5
And good packaging worth every penny design superb absolutely impressed,Positive,5
Somewhat perfect choice but really which happy somewhat extremely quality,Positive,5
Fairly exceeded superb expectations since that well extremely made performance,Positive,5
Expectations good exceeded packaging since build absolutely which really happy,Positive,5
Choice perfect features but fairly amazing and fairly arrived that intact love it,Positive,5
Packaging superb good worth every since penny design that while really satisfied,Positive,5
Design well happy made fairly and outstanding worth every penny,Positive,5
Worth shipping fast every penny extremely that after after build quite excellent extremely happy,Positive,5
Satisfied excellent highly but really while since recommend durable design,Positive,5
Worth features after after every since penny well made delighted,Positive,5
Exceeded fairly absolutely expectations absolutely that delighted fantastic really features,Positive,5
Absolutely impressed amazing well and made quality fairly perfect choice,Positive,5
Well fantastic absolutely extremely somewhat absolutely extremely extremely made satisfied,Positive,5
Love build it extremely worth while really every penny superb,Positive,5
Fast shipping which which highly recommend superb which features love it,Positive,5
Perfect really choice impressed excellent very after design fairly durable,Positive,5
Really absolutely quality quite quite very fast shipping really impressed,Positive,5
Value love great with it outstanding good packaging quite quality,Positive,5
Superb love it but after extremely highly since recommend well made,Positive,5
Choice features perfect which fairly really fast shipping very delighted,Positive,5
Superb very build but durable really while and love it,Positive,5
Design while superb durable delighted absolutely worth with every penny,Positive,5
Room but for very improvement reasonable really after nothing special,Neutral,3
Meets average expectations with extremely both with good and bad that nothing special,Neutral,3
Improve ordinary could but moderate quality quite does the job okay,Neutral,3
Fine standard works and with really reasonable some which flaws normal,Neutral,3
For room average after really that improvement works fine typical,Neutral,3
Extremely basic absolutely somewhat quite adequate fairly extremely okay conventional,Neutral,3
Very fine works typical ordinary since extremely some fairly flaws,Neutral,3
Very extremely absolutely quite quite very okay functional somewhat typical,Neutral,3
Really decent conventional does since after the but job ordinary,Neutral,3
Improvement room for since decent really since nothing special since somewhat conventional functional,Neutral,3
Fine works standard very but could improve very fair price fairly average,Neutral,3
Conventional since okay does the job nothing special that and extremely room for improvement,Neutral,3
Functional decent conventional absolutely absolutely after with quite some flaws,Neutral,3
Does since the job ordinary that some but flaws okay normal,Neutral,3
Extremely fairly adequate absolutely fairly decent normal extremely very basic,Neutral,3
Special meets nothing expectations after quite with that moderate quality,Neutral,3
Normal quite extremely absolutely absolutely fairly fairly absolutely reasonable standard,Neutral,3
Acceptable quality moderate basic since which room fairly for improvement,Neutral,3
Meets feelings mixed expectations with basic absolutely which acceptable moderate quality,Neutral,3
Functional room for improvement which standard since somewhat okay very after fair price,Neutral,3
Somewhat extremely somewhat absolutely typical extremely ordinary somewhat adequate decent,Neutral,3
Fairly standard works extremely with and fine room for improvement,Neutral,3
Good both decent and which while bad and quite as described,Neutral,3
After acceptable normal both good absolutely and fairly bad ordinary,Neutral,3
As described moderate with which quality room somewhat for improvement,Neutral,3
Improvement room for fairly meets expectations since while average standard somewhat fair price,Neutral,3
Could improve since fair price standard after decent extremely does since the job,Neutral,3
Could improve after does extremely the job quite nothing special,Neutral,3
Functional which decent while fair price really mixed feelings as described,Neutral,3
Really very really basic adequate fairly really could absolutely improve,Neutral,3
Does while the since job average typical absolutely which both good and bad nothing special,Neutral,3
Conventional decent functional that both and good and and bad,Neutral,3
Flaws some acceptable meets expectations and since really absolutely conventional,Neutral,3
Somewhat basic average and which does the very fairly job,Neutral,3
Could improve moderate quality and somewhat after does the job okay since nothing special,Neutral,3
Basic mixed feelings with functional really fair price and absolutely decent,Neutral,3
That some functional flaws normal but somewhat but as described,Neutral,3
Could somewhat improve functional absolutely moderate but quality basic okay,Neutral,3
Ordinary really does the since and job moderate somewhat quality,Neutral,3
Which meets expectations some flaws but with somewhat moderate quality,Neutral,3
Functional nothing with special really after room for since improvement decent,Neutral,3
Quality moderate standard decent while does the job room for improvement,Neutral,3
Room typical average after for that improvement fairly works fine,Neutral,3
Absolutely okay absolutely fairly somewhat could fairly improve extremely ordinary,Neutral,3
Okay some flaws somewhat basic while which meets while expectations fairly typical,Neutral,3
Somewhat nothing extremely fairly special which conventional meets quite expectations,Neutral,3
Reasonable meets expectations fair price really really after nothing special,Neutral,3
Fair price standard some flaws decent while while works fine,Neutral,3
Fairly okay works fine conventional which but since quite ordinary,Neutral,3
Both absolutely good and bad with functional extremely somewhat average,Neutral,3
As moderate described quality absolutely both after good and bad,Neutral,3
Standard mixed somewhat since feelings decent while extremely meets expectations,Neutral,3
Adequate room that for but improvement but somewhat normal absolutely decent basic,Neutral,3
Extremely average very normal adequate since could fairly fairly improve,Neutral,3
Mixed feelings decent ordinary moderate quality absolutely does but the job,Neutral,3
Fair price acceptable after fairly nothing special absolutely which works fine fairly room and for,Neutral,3
Improvement for room ordinary since functional somewhat fairly fair price,Neutral,3
While quality moderate ordinary that and very does the job,Neutral,3
Feelings mixed typical functional very after while basic fairly average,Neutral,3
With some functional very and but flaws quite somewhat basic,Neutral,3
Really somewhat quite mixed very feelings reasonable quite extremely conventional,Neutral,3
Some quality moderate flaws ordinary does the which that job acceptable,Neutral,3
Could conventional really but while improve since quite very average,Neutral,3
Mixed conventional feelings and while basic absolutely meets expectations average,Neutral,3
Could improve which adequate really which okay moderate quality ordinary,Neutral,3
Expectations meets after after conventional okay basic extremely could improve,Neutral,3
Decent fair price with with very functional but could improve,Neutral,3
Described average as normal some flaws since somewhat works fine,Neutral,3
For room improvement with fairly okay really that meets expectations conventional basic,Neutral,3
For room fairly fairly improvement fair price and extremely reasonable,Neutral,3
Mixed and feelings that reasonable ordinary which normal extremely meets expectations,Neutral,3
Functional could quite with improve and normal fairly extremely average,Neutral,3
For room okay improvement standard after that absolutely works fine conventional,Neutral,3
Described as room for improvement acceptable while extremely works fine conventional,Neutral,3
Ordinary feelings mixed which absolutely absolutely fair price meets expectations,Neutral,3
The does job room for improvement quite that decent really fair price,Neutral,3
Could average absolutely improve adequate that fair price as described,Neutral,3
And expectations meets since as described fair price both good and bad decent,Neutral,3
Described average as with works fine fairly after both good and bad fair price,Neutral,3
The ordinary does with job quite decent fair price room for improvement,Neutral,3
Average adequate as described which which while very fair price,Neutral,3
Some flaws as described which very average normal quite works fine,Neutral,3
Special nothing which really fairly with fair but price acceptable,Neutral,3
Fine works after absolutely typical with which extremely mixed feelings,Neutral,3
Okay room which for improvement that typical extremely as described,Neutral,3
Some flaws does while the job ordinary extremely average after which absolutely fair price,Neutral,3
Described as average very works but but but fine extremely some flaws fairly conventional,Neutral,3
Improvement for room and but somewhat basic since acceptable typical,Neutral,3
Feelings mixed really which basic quite acceptable meets expectations typical,Neutral,3
Job does the quite with reasonable basic with moderate quality both good and bad,Neutral,3
And good both which while since bad quite decent really adequate conventional,Neutral,3
Very meets very expectations quite conventional extremely somewhat absolutely decent,Neutral,3
Quality quite moderate while some that fairly flaws works fine,Neutral,3
Standard while fair price while okay extremely adequate extremely since mixed feelings,Neutral,3
Feelings mixed standard while typical somewhat absolutely while meets expectations,Neutral,3
Works fine as that described could since improve decent conventional,Neutral,3
Fair price while basic really with reasonable really adequate extremely some flaws,Neutral,3
Does the conventional that job really could improve fairly basic,Neutral,3
Works fine room after for which improvement ordinary fairly reasonable,Neutral,3
Typical okay absolutely room for improvement that does the job,Neutral,3
Broke absolutely frustrated since since poor somewhat after terrible purchase,Negative,1
Extremely defective absolutely somewhat extremely very really unreliable very terrible,Negative,1
Absolutely avoid extremely somewhat bad poor really very fairly construction,Negative,1
Really not do which very buy cheap materials extremely bad,Negative,1
While do not buy frustrated horrible somewhat stopped fairly working,Negative,1
Quite frustrated very quite extremely unreliable absolutely somewhat extremely awful,Negative,1
Low quality awful do not with buy dissatisfied absolutely damaged,Negative,1
Flawed horrible which design do which while absolutely not buy,Negative,1
Failed cheap materials unhappy which extremely very but terrible purchase,Negative,1
Bad stopped absolutely but which absolutely working really low quality,Negative,1
Stopped working bad and and and quite disappointed low quality,Negative,1
Purchase terrible somewhat that really while since unreliable very damaged,Negative,1
Broke dissatisfied quite extremely poor but since not worth it,Negative,1
Very somewhat disappointed somewhat very very really bad really defective,Negative,1
Extremely quite unhappy quite absolutely failed very very fairly horrible,Negative,1
Unhappy horrible extremely not quite since really worth it defective,Negative,1
Waste unreliable quite of money dissatisfied after stopped working awful,Negative,1
Materials unhappy cheap stopped working very bad very do and not buy,Negative,1
Unreliable awful very broke and extremely fairly fairly quite avoid,Negative,1
Not buy do disappointed since cheap that materials and fairly poor defective,Negative,1
Do buy not frustrated that broke that since extremely bad poor construction,Negative,1
Really somewhat dissatisfied quite avoid low extremely absolutely extremely quality,Negative,1
Extremely broke terrible while absolutely extremely purchase after flawed design,Negative,1
Bad disappointed while broke cheap materials and waste of money,Negative,1
Money waste of and but dissatisfied which really quite unreliable,Negative,1
Materials really cheap after frustrated quite stopped really working poor,Negative,1
Broke flawed design that very and terrible disappointed waste of money,Negative,1
Very horrible very really frustrated poor very extremely absolutely construction,Negative,1
Fairly working stopped absolutely that avoid very terrible somewhat disappointed,Negative,1
Poor regret very which that absolutely construction fairly quite terrible,Negative,1
Materials poor cheap while dissatisfied absolutely really terrible purchase failed,Negative,1
Stopped really working disappointed but horrible absolutely low extremely quality,Negative,1
Failed dissatisfied quite after that after very unreliable very bad,Negative,1
Not damaged worth it flawed design which absolutely with bad disappointed,Negative,1
Waste of awful money fairly after stopped working fairly unreliable,Negative,1
Quite poor extremely absolutely unreliable avoid absolutely while failed dissatisfied,Negative,1
Frustrated really very avoid extremely while awful after fairly defective,Negative,1
Poor broke unreliable while really fairly unhappy after terrible purchase,Negative,1
Terrible while broke while while purchase absolutely extremely bad regret,Negative,1
That stopped working waste of money with low quality fairly frustrated,Negative,1
Not which worth it stopped working extremely extremely disappointed unreliable,Negative,1
That avoid poor after stopped working unhappy while fairly unreliable,Negative,1
Stopped horrible with working frustrated and extremely that terrible purchase,Negative,1
Do after bad not extremely buy extremely extremely absolutely failed,Negative,1
Stopped construction poor working quite bad not and worth it quite frustrated,Negative,1
Dissatisfied awful broke really after do not buy absolutely low quality,Negative,1
Fairly broke disappointed poor while construction not worth it awful,Negative,1
Somewhat quite fairly absolutely absolutely bad very extremely disappointed damaged,Negative,1
Do since unhappy not and buy absolutely stopped since working poor construction awful,Negative,1
Stopped fairly fairly fairly quite very extremely working bad frustrated,Negative,1
Damaged terrible which purchase unhappy after quite low quality terrible,Negative,1
Since construction poor which awful extremely frustrated but very damaged,Negative,1
Low absolutely very somewhat quality frustrated extremely fairly extremely avoid,Negative,1
Broke after low quality extremely bad very unhappy not worth it,Negative,1
Worth awful not it that quite unreliable regret quite stopped working,Negative,1
Extremely fairly poor terrible very purchase but quite low quality,Negative,1
Broke fairly bad and do after not buy fairly dissatisfied,Negative,1
Bad quality low after disappointed fairly failed absolutely terrible purchase,Negative,1
Disappointed stopped working somewhat do not buy low quality but really awful,Negative,1
Unreliable somewhat extremely really broke while extremely dissatisfied terrible purchase,Negative,1
Not it worth stopped that which working unhappy with unreliable bad,Negative,1
Terrible bad purchase while very failed very dissatisfied fairly poor construction,Negative,1
After frustrated waste of really extremely and money unreliable damaged,Negative,1
Terrible not but worth but it unhappy broke which absolutely unreliable,Negative,1
Worth not that it absolutely since failed really bad and somewhat unreliable really frustrated,Negative,1
Very awful quite failed really fairly absolutely unreliable quite regret,Negative,1
Not since bad worth it absolutely dissatisfied since that fairly flawed design,Negative,1
Bad do unhappy not after buy very low which after quality very broke,Negative,1
Horrible design flawed while with somewhat waste since of money regret,Negative,1
Damaged horrible flawed design frustrated somewhat which since do not buy,Negative,1
Quality after low terrible fairly dissatisfied really not worth it,Negative,1
Not it worth since extremely poor after after construction bad,Negative,1
Since do bad not buy extremely very poor construction frustrated,Negative,1
Awful absolutely fairly fairly really very quite failed really disappointed,Negative,1
Avoid while failed after extremely bad fairly flawed design dissatisfied,Negative,1
Terrible stopped that which working really quite poor quite construction,Negative,1
Very do terrible not after buy poor construction very disappointed,Negative,1
Worth damaged not somewhat which and fairly somewhat it terrible,Negative,1
Somewhat failed bad which waste with which really of money,Negative,1
Flawed avoid while really but very which design dissatisfied failed,Negative,1
Bad that broke unreliable with do not that buy absolutely unhappy,Negative,1
Purchase very terrible while terrible with somewhat extremely absolutely frustrated,Negative,1
Really low unhappy fairly very and quality and very poor,Negative,1
Really extremely defective dissatisfied cheap somewhat fairly somewhat somewhat materials,Negative,1
Poor frustrated quite quite that construction and since extremely damaged,Negative,1
Bad really fairly extremely defective absolutely unreliable absolutely really frustrated,Negative,1
Terrible somewhat horrible purchase with really disappointed really stopped working,Negative,1
Which terrible failed purchase extremely since really while bad disappointed,Negative,1
Poor unhappy quite while extremely really and do not buy,Negative,1
Horrible do not buy unhappy with quite since damaged low quality,Negative,1
Unreliable awful defective fairly not that and worth it unhappy,Negative,1
Not dissatisfied worth it somewhat failed really bad somewhat after since since cheap materials,Negative,1
But construction poor defective and terrible waste of money quite unhappy,Negative,1
Somewhat low fairly quality absolutely which very dissatisfied quite broke,Negative,1
Absolutely quite absolutely absolutely failed very unreliable really very dissatisfied,Negative,1
Broke and awful terrible after fairly that purchase absolutely disappointed,Negative,1
Frustrated damaged horrible while but quite terrible with purchase unreliable,Negative,1
Unreliable with frustrated and stopped fairly extremely working really avoid,Negative,1
Unreliable since avoid regret since since really failed quite bad,Negative,1
Dissatisfied construction poor with after fairly quite extremely absolutely defective,Negative,1
