sentence,category,rating
Fairly arrived quite fairly intact highly recommend that delighted excellent,Positive,5
Great fairly quality quite value durable that very absolutely outstanding,Positive,5
Satisfied well made since extremely outstanding after which absolutely features,Positive,5
Fast shipping impressed that features worth somewhat every quite penny,Positive,5
Expectations good which packaging since build absolutely exceeded really happy,Positive,5
Design well happy made outstanding and fairly worth every penny,Positive,5
Extremely very somewhat perfect somewhat choice quite design really fantastic,Positive,5
Really really really quite impressed quite perfect choice very performance,Positive,5
Design well penny made fairly and outstanding worth every happy,Positive,5
Exceeded expectations quality excellent and arrived intact quite delighted somewhat,Positive,5
but it and fantastic really quality Love fairly and exceeded expectations,Positive,5
Packaging superb good worth really since penny design that while every satisfied,Positive,5
Features exceeded fairly absolutely extremely impressed really fairly absolutely expectations,Positive,5
Well fantastic features absolutely made after delighted very great value,Positive,5
and highly Recommend happy good extremely absolutely fairly packaging outstanding,Positive,5
choice somewhat somewhat perfect very Extremely quite design really fantastic,Positive,5
Quite highly while recommend which satisfied fairly extremely outstanding features,Positive,5
it build Love extremely worth while really every penny superb,Positive,5
Packaging superb good worth every since really design that while penny satisfied,Positive,5
which made well since extremely outstanding after Satisfied absolutely features,Positive,5
Every worth penny very very and excellent quite very design,Positive,5
Choice perfect features but fairly amazing arrived fairly and that intact love it,Positive,5
Fast love it shipping but somewhat extremely every penny worth superb,Positive,5
