sentence,category,rating
Features great value but which quite and impressed somewhat fast shipping,Positive,5
Fantastic recommend highly and quality which extremely that love it fast shipping,Positive,5
With well made absolutely quality fairly with really quite outstanding,Positive,5
Quality arrived intact amazing delighted quite since worth every penny,Positive,5
Love fantastic it performance great value and very well made,Positive,5
Superb after arrived intact very really delighted extremely extremely performance,Positive,5
Satisfied absolutely really somewhat somewhat extremely absolutely quite amazing features,Positive,5
Excellent somewhat performance highly since somewhat recommend arrived intact delighted,Positive,5
Performance and durable exceeded while expectations fairly superb love it,Positive,5
Intact arrived with exceeded that expectations satisfied superb absolutely performance,Positive,5
Absolutely quite build good packaging that quite really absolutely delighted,Positive,5
Exceeded expectations well made with fairly but design satisfied fairly superb,Positive,5
Amazing really impressed absolutely durable while absolutely quite very design,Positive,5
Choice perfect build while somewhat excellent fast which with shipping satisfied,Positive,5
That good impressed and packaging perfect choice that very performance absolutely excellent,Positive,5
Well exceeded made expectations really since performance after with somewhat satisfied,Positive,5
Expectations quality exceeded while extremely quite fantastic quite well made,Positive,5
Perfect choice after absolutely after excellent performance somewhat arrived intact,Positive,5
Fast but shipping highly recommend features extremely love it fantastic,Positive,5
Amazing recommend highly and which impressed really while very durable,Positive,5
Performance extremely highly recommend fairly but since really quite impressed,Positive,5
Perfect love choice since it absolutely arrived intact that quality amazing,Positive,5
Highly fantastic recommend fairly which quality absolutely since love it,Positive,5
Extremely amazing features fairly absolutely really impressed after arrived intact,Positive,5
Which choice perfect quality impressed with superb while arrived intact,Positive,5
Exceeded good expectations packaging and with with really love it build,Positive,5
Impressed exceeded outstanding expectations design somewhat that and while good packaging,Positive,5
Durable quality but while highly which recommend fantastic extremely happy,Positive,5
Expectations exceeded amazing somewhat quite absolutely fairly really quite satisfied,Positive,5
After packaging good highly recommend very but that superb impressed,Positive,5
Impressed fairly highly fairly really quite quite recommend absolutely outstanding,Positive,5
Extremely outstanding perfect but choice which with love somewhat it,Positive,5
Very absolutely really absolutely build really very fairly excellent happy,Positive,5
Performance really outstanding which very happy absolutely highly recommend durable,Positive,5
That highly design recommend which while extremely love it excellent,Positive,5
Absolutely extremely quite durable somewhat somewhat quite delighted quite amazing,Positive,5
Superb since features perfect and choice that very fast shipping impressed,Positive,5
Very highly quality since while recommend but very impressed outstanding,Positive,5
Highly absolutely recommend that and extremely since durable outstanding delighted,Positive,5
Excellent intact arrived that quite very but really delighted design,Positive,5
While choice perfect after durable really happy somewhat outstanding build,Positive,5
Good satisfied packaging quite after quality since highly after recommend excellent,Positive,5
Features outstanding happy well after made while after perfect choice,Positive,5
Quite quality fast shipping quite very and amazing exceeded expectations,Positive,5
Love exceeded it expectations features that fantastic really arrived intact,Positive,5
It durable love fairly worth every penny which which after build superb,Positive,5
Fast shipping but perfect quite very extremely choice build superb,Positive,5
That packaging good absolutely superb extremely somewhat while great value,Positive,5
Very extremely somewhat exceeded expectations delighted somewhat after absolutely fantastic,Positive,5
Durable exceeded but expectations fantastic extremely while very absolutely build,Positive,5
Absolutely impressed really very design extremely fairly fairly very durable,Positive,5
Could functional reasonable improve really since and while typical ordinary,Neutral,3
Quality acceptable moderate absolutely with but basic extremely mixed feelings,Neutral,3
Mixed functional feelings standard while quite very while normal okay,Neutral,3
Could and improve which okay after really typical works fine,Neutral,3
While expectations meets some since flaws moderate quality but standard reasonable,Neutral,3
Fair with price does the while job both good and since bad very reasonable,Neutral,3
Improve quite could basic extremely which does the job acceptable,Neutral,3
As fairly decent and described somewhat after since moderate quality,Neutral,3
Decent meets fairly with expectations somewhat somewhat nothing fairly special,Neutral,3
Functional extremely fairly fair price with after and nothing special,Neutral,3
Absolutely absolutely really fairly average somewhat somewhat ordinary really normal,Neutral,3
Very somewhat average moderate quality while really mixed very feelings,Neutral,3
Fairly absolutely quite very somewhat quite typical okay works fine,Neutral,3
As that described reasonable room for improvement really which functional typical,Neutral,3
Expectations both meets which good and bad really while moderate quality really decent really basic,Neutral,3
Absolutely fine works very and some but flaws quite ordinary,Neutral,3
Reasonable after nothing special but does the job very fair price,Neutral,3
Fairly extremely reasonable does the job really while some flaws,Neutral,3
Mixed while conventional feelings does since the job really acceptable,Neutral,3
Acceptable while adequate basic extremely room since for with improvement absolutely typical,Neutral,3
Standard decent very since and some really but flaws conventional,Neutral,3
Nothing really special fairly quite adequate extremely very absolutely reasonable,Neutral,3
Does decent that the job typical some flaws while that as described,Neutral,3
Very conventional very okay does since after absolutely the job,Neutral,3
Could improve somewhat standard very since meets expectations okay conventional,Neutral,3
Expectations meets basic since reasonable extremely conventional which could improve,Neutral,3
Fair while price that meets expectations with quite extremely okay,Neutral,3
Quite works okay somewhat fine ordinary since mixed somewhat feelings,Neutral,3
Acceptable special nothing both but good while and quite bad,Neutral,3
Very adequate as with and described fairly very acceptable conventional,Neutral,3
Fairly absolutely extremely normal really very somewhat really functional standard,Neutral,3
Feelings mixed absolutely absolutely after as while extremely described average,Neutral,3
Very fairly really mixed feelings somewhat really somewhat average normal,Neutral,3
Really price fair very fairly somewhat acceptable while as described,Neutral,3
Typical as but but described mixed feelings since works fine really decent,Neutral,3
Mixed absolutely adequate with but feelings really since fairly conventional,Neutral,3
Works after acceptable absolutely while with fine extremely could improve,Neutral,3
Which mixed decent feelings since fairly nothing special since somewhat adequate,Neutral,3
Some flaws typical decent since standard while does the job,Neutral,3
Conventional decent adequate standard that after and quite some flaws,Neutral,3
As described while meets expectations really absolutely and fair price,Neutral,3
And both good bad and works fine but decent basic,Neutral,3
Moderate but quality but absolutely absolutely really acceptable meets expectations,Neutral,3
Normal acceptable while basic and somewhat some flaws meets expectations,Neutral,3
Fair price standard mixed feelings which adequate since somewhat okay,Neutral,3
Very flaws some after standard fairly with somewhat very decent,Neutral,3
Price fair quite that since some flaws while works fine,Neutral,3
Absolutely really fair fairly price meets which which expectations reasonable,Neutral,3
Quality moderate fairly some flaws which standard very quite okay,Neutral,3
Improve could very but as described somewhat after decent functional,Neutral,3
For room that improvement conventional ordinary decent fairly meets expectations,Neutral,3
For room acceptable improvement really which basic moderate with quality meets expectations,Neutral,3
Acceptable really very somewhat fair somewhat extremely quite price adequate,Neutral,3
Somewhat decent basic could while extremely improve with typical functional,Neutral,3
Mixed feelings fairly typical okay since that somewhat extremely adequate,Neutral,3
Very conventional somewhat quite somewhat acceptable very really mixed feelings,Neutral,3
Fine both works good since and bad and but moderate quality,Neutral,3
Mixed feelings as with described while acceptable quite meets expectations,Neutral,3
Could improve quite fairly standard absolutely since meets expectations conventional,Neutral,3
Absolutely mixed decent that that feelings somewhat does the job,Neutral,3
Does okay ordinary the job extremely fair price since really both while since good and,Neutral,3
While quality moderate quite after after very ordinary very reasonable,Neutral,3
Job does the average somewhat conventional after room for improvement,Neutral,3
Standard typical quite very that that okay could extremely improve,Neutral,3
But good both and and bad and extremely functional standard fairly normal,Neutral,3
Somewhat standard typical that very does since the fairly job,Neutral,3
Adequate really reasonable some somewhat after with since flaws basic,Neutral,3
Price fair both good and bad acceptable and does the job,Neutral,3
With works fine average as described with typical with some flaws,Neutral,3
Really mixed feelings but which typical and functional extremely decent,Neutral,3
Nothing adequate absolutely really special with reasonable some really flaws,Neutral,3
Described acceptable as meets expectations and fairly but moderate quality,Neutral,3
Price both fair after good and bad fairly does the job reasonable,Neutral,3
Some average functional flaws somewhat with nothing special somewhat conventional,Neutral,3
Normal expectations meets quite as described and mixed feelings okay,Neutral,3
Very room for improvement reasonable really functional after really typical,Neutral,3
Meets expectations okay some flaws while after normal very basic,Neutral,3
But expectations meets basic with quite okay after conventional could improve,Neutral,3
Some very typical absolutely flaws which functional really okay basic,Neutral,3
Really extremely standard really quite really very decent somewhat adequate,Neutral,3
Average extremely works absolutely fairly quite fairly fairly fine normal,Neutral,3
Could improve somewhat and average but while somewhat basic typical,Neutral,3
Expectations with meets ordinary quite moderate quality mixed feelings with somewhat acceptable,Neutral,3
Decent conventional could improve with extremely adequate very nothing special,Neutral,3
Okay since fair price somewhat standard and which really mixed feelings,Neutral,3
Decent functional with after but as described normal mixed feelings,Neutral,3
Some described as flaws with absolutely really reasonable somewhat normal,Neutral,3
Functional really fairly extremely really mixed very feelings really standard,Neutral,3
Works fine and ordinary mixed feelings since somewhat reasonable very but moderate quality,Neutral,3
Room typical while and for quite improvement absolutely extremely functional,Neutral,3
Both conventional good after that and bad with meets expectations standard,Neutral,3
Some quite absolutely flaws very really while average fairly typical,Neutral,3
Somewhat room standard while for after improvement fair price adequate,Neutral,3
Both and good bad somewhat acceptable extremely functional which very moderate quality somewhat basic,Neutral,3
Basic improve could since absolutely meets expectations but absolutely conventional,Neutral,3
Works standard extremely very extremely quite really quite fine average,Neutral,3
Mixed standard feelings and absolutely which absolutely acceptable really conventional,Neutral,3
Basic typical both good while and somewhat bad works fine,Neutral,3
Reasonable ordinary extremely very somewhat somewhat moderate very extremely quality,Neutral,3
Could acceptable functional which but improve extremely while nothing special absolutely typical,Neutral,3
Construction but poor really somewhat after failed not worth it,Negative,1
Avoid and damaged awful very somewhat cheap materials fairly regret,Negative,1
Frustrated working stopped cheap since since after materials horrible fairly do not buy,Negative,1
Defective of waste with money very dissatisfied and low quality terrible,Negative,1
Dissatisfied waste poor with of money after low quality stopped working,Negative,1
Fairly failed somewhat poor really quite quite absolutely really frustrated,Negative,1
Extremely stopped working somewhat waste of money and awful disappointed,Negative,1
While regret bad waste quite fairly of money extremely damaged,Negative,1
Cheap defective materials do not buy that fairly and regret awful,Negative,1
Do buy not horrible after failed regret and absolutely unreliable,Negative,1
Waste of money poor somewhat after really poor absolutely construction,Negative,1
Absolutely really extremely terrible somewhat stopped fairly working fairly unreliable,Negative,1
Extremely defective fairly really fairly flawed design but avoid frustrated,Negative,1
Materials cheap frustrated not while after fairly with worth it,Negative,1
Bad quite very very somewhat unhappy fairly stopped somewhat working,Negative,1
Not worth frustrated quite it flawed really after design failed,Negative,1
Really absolutely somewhat horrible poor really construction very extremely regret,Negative,1
Quality failed low dissatisfied awful that since but not worth it,Negative,1
Which horrible terrible purchase with extremely very really damaged disappointed,Negative,1
Construction not poor worth absolutely it since absolutely really disappointed,Negative,1
Stopped since working regret fairly terrible purchase fairly low quality,Negative,1
Broke really quite terrible that cheap absolutely but materials frustrated,Negative,1
Fairly frustrated very not worth it that stopped working awful,Negative,1
Cheap unhappy extremely somewhat materials that not since worth it,Negative,1
Frustrated fairly avoid absolutely terrible really since since cheap materials,Negative,1
Dissatisfied fairly somewhat very very awful fairly absolutely absolutely avoid,Negative,1
Cheap materials unhappy fairly but horrible which damaged fairly avoid,Negative,1
Worth not dissatisfied it poor fairly poor construction since quite damaged,Negative,1
But poor broke somewhat unhappy somewhat that low absolutely quality,Negative,1
After quality low do not buy but extremely stopped working terrible really regret,Negative,1
Do dissatisfied not and buy low quality while horrible failed,Negative,1
While unhappy not worth it while damaged poor construction poor,Negative,1
Waste of money low since but quality since extremely dissatisfied defective,Negative,1
Since poor horrible construction avoid fairly with frustrated absolutely failed,Negative,1
Damaged bad quite somewhat absolutely somewhat very unreliable really unhappy,Negative,1
Unhappy poor after avoid very absolutely while cheap extremely materials,Negative,1
Very really terrible not after worth since it extremely damaged,Negative,1
Damaged frustrated horrible while not worth that that it absolutely poor construction,Negative,1
Stopped bad working that terrible purchase since absolutely disappointed cheap materials,Negative,1
Extremely very absolutely really avoid fairly terrible fairly quite disappointed,Negative,1
Bad unreliable that disappointed and defective quite very terrible purchase,Negative,1
Somewhat failed extremely cheap materials fairly fairly really very awful,Negative,1
Worth that not it very while that poor failed flawed design,Negative,1
Waste money of disappointed since and while defective absolutely poor,Negative,1
Unreliable waste quite of fairly since somewhat money absolutely broke,Negative,1
Bad extremely fairly fairly fairly avoid disappointed extremely somewhat failed,Negative,1
Regret really somewhat awful poor since extremely construction terrible purchase,Negative,1
Terrible frustrated defective that which purchase poor since very unreliable,Negative,1
Bad avoid somewhat defective since flawed while which design disappointed,Negative,1
Working stopped awful waste but and while of money really poor construction,Negative,1
Flawed after design and and somewhat bad terrible purchase disappointed,Negative,1
Extremely poor low but quality but fairly very fairly damaged,Negative,1
Quite very very broke quite horrible quite really quite frustrated,Negative,1
Failed dissatisfied fairly that quite very poor somewhat low quality,Negative,1
Absolutely cheap dissatisfied fairly materials very fairly very really horrible,Negative,1
Since frustrated terrible poor construction broke fairly which extremely avoid,Negative,1
Broke really horrible somewhat waste while that of fairly money,Negative,1
Very absolutely extremely absolutely very dissatisfied really really poor broke,Negative,1
Working stopped frustrated which really since somewhat after flawed design,Negative,1
Worth while not it quite since absolutely regret low quality,Negative,1
Extremely very somewhat stopped working really extremely extremely disappointed unreliable,Negative,1
Stopped quite working which not quite worth absolutely it terrible,Negative,1
Failed waste frustrated of money since absolutely that poor but construction very awful,Negative,1
Poor not unreliable that while worth it disappointed stopped working,Negative,1
Horrible flawed dissatisfied absolutely somewhat somewhat extremely fairly really design,Negative,1
Terrible horrible purchase and absolutely after failed quite disappointed extremely cheap materials,Negative,1
Damaged do not buy dissatisfied which but but unreliable bad,Negative,1
Absolutely cheap materials really awful which absolutely regret terrible purchase,Negative,1
Awful dissatisfied after failed waste of money after that somewhat unreliable,Negative,1
Do not and buy that really damaged flawed fairly design,Negative,1
Cheap materials broke fairly regret after horrible waste that of money,Negative,1
Disappointed cheap broke materials and terrible quite but terrible purchase,Negative,1
Horrible defective but somewhat very frustrated absolutely absolutely flawed design,Negative,1
Of waste damaged and money unhappy quite cheap materials horrible,Negative,1
Fairly really fairly terrible very purchase unreliable absolutely extremely failed,Negative,1
Unreliable dissatisfied stopped very really very really quite fairly working,Negative,1
Very not do buy and low quality really stopped working,Negative,1
Unreliable and broke absolutely somewhat waste but with of money,Negative,1
Really awful broke absolutely absolutely quite very quite really frustrated,Negative,1
Low regret quality broke somewhat bad after with absolutely avoid,Negative,1
Awful flawed design that since dissatisfied waste which of money defective,Negative,1
Dissatisfied somewhat horrible which somewhat damaged which with somewhat unreliable,Negative,1
Quite fairly very broke regret extremely very somewhat somewhat poor,Negative,1
Design flawed that that terrible fairly terrible purchase but somewhat dissatisfied,Negative,1
Fairly fairly extremely extremely absolutely avoid poor extremely fairly dissatisfied,Negative,1
Low quality poor absolutely disappointed after and after failed absolutely waste of money,Negative,1
Dissatisfied poor fairly that somewhat low somewhat fairly quality damaged,Negative,1
Low somewhat somewhat fairly quite quality that disappointed absolutely defective,Negative,1
Unhappy quite extremely absolutely fairly terrible extremely extremely purchase broke,Negative,1
While not do buy fairly after and failed low quality absolutely frustrated,Negative,1
Damaged really disappointed really absolutely really extremely somewhat flawed design,Negative,1
Terrible purchase horrible broke that somewhat regret which absolutely that flawed design,Negative,1
Which disappointed cheap materials fairly horrible defective do but not buy,Negative,1
Stopped terrible working and purchase very frustrated fairly bad while with poor construction,Negative,1
Cheap materials terrible purchase disappointed while but that failed really bad,Negative,1
Not after worth with but it quite flawed design terrible disappointed,Negative,1
Stopped horrible working really cheap that quite after materials disappointed,Negative,1
After of waste money with since cheap materials dissatisfied failed really awful,Negative,1
Low really defective quality poor frustrated not since worth it,Negative,1
Quite purchase terrible really unreliable and while regret somewhat bad,Negative,1
