sentence,category,rating
Low regret quality with somewhat bad after broke absolutely avoid,Negative,1
Extremely damaged low but quality but fairly very fairly poor,Negative,1
Cheap materials unhappy fairly but damaged which horrible fairly avoid,Negative,1
Flawed after design and and terrible bad somewhat purchase disappointed,Negative,1
Unreliable dissatisfied really very really very stopped quite fairly working,Negative,1
Of waste damaged cheap money unhappy quite and materials horrible,Negative,1
Dissatisfied waste poor quality of money after low with stopped working,Negative,1
failed poor horrible construction avoid fairly with frustrated absolutely Since,Negative,1
While not do buy fairly low and failed after quality absolutely frustrated,Negative,1
Absolutely cheap regret really awful which absolutely materials terrible purchase,Negative,1
that not and buy Do really damaged flawed fairly design,Negative,1
Dissatisfied fairly somewhat very very absolutely fairly awful absolutely avoid,Negative,1
Extremely extremely somewhat stopped working really extremely very disappointed unreliable,Negative,1
Stopped purchase working regret fairly terrible since fairly low quality,Negative,1
Absolutely cheap dissatisfied fairly materials very very fairly really horrible,Negative,1
Stopped bad working that absolutely purchase since terrible disappointed cheap materials,Negative,1
Absolutely really extremely terrible somewhat stopped working fairly fairly unreliable,Negative,1
Do failed not and buy low quality while horrible dissatisfied,Negative,1
Not flawed frustrated quite it worth really after design failed,Negative,1
Terrible purchase design broke that somewhat regret which absolutely that flawed horrible,Negative,1
horrible really Broke somewhat waste while that of fairly money,Negative,1
Frustrated fairly avoid absolutely since really terrible since cheap materials,Negative,1
Damaged bad quite somewhat absolutely somewhat really unreliable very unhappy,Negative,1
Absolutely cheap absolutely really awful which materials regret terrible purchase,Negative,1
Horrible really dissatisfied absolutely somewhat somewhat extremely fairly flawed design,Negative,1
frustrated Fairly very not worth it that stopped working awful,Negative,1
Awful flawed design that since dissatisfied waste which money of defective,Negative,1
Damaged do not but dissatisfied which but buy unreliable bad,Negative,1
Working stopped awful but waste and while of money really poor construction,Negative,1
frustrated poor horrible construction avoid fairly with Since absolutely failed,Negative,1
Extremely defective fairly really but flawed design fairly avoid frustrated,Negative,1
After of materials money with since cheap waste dissatisfied failed really awful,Negative,1
Low since defective quality poor frustrated not really worth it,Negative,1
Low regret bad broke somewhat quality after with absolutely avoid,Negative,1
Do and not horrible after failed regret buy absolutely unreliable,Negative,1
Extremely poor damaged but quality but fairly very fairly low,Negative,1
avoid materials unhappy fairly but horrible which damaged fairly Cheap,Negative,1
Unreliable waste broke absolutely somewhat and but with of money,Negative,1
Terrible purchase horrible broke which somewhat regret that absolutely that flawed design,Negative,1
very cheap dissatisfied fairly materials Absolutely fairly very really horrible,Negative,1
Unreliable and of absolutely somewhat waste but with broke money,Negative,1
Failed dissatisfied fairly that somewhat very poor quite low quality,Negative,1
flawed purchase horrible broke that somewhat regret which absolutely that Terrible design,Negative,1
But poor broke somewhat unhappy that somewhat low absolutely quality,Negative,1
flawed purchase horrible broke that somewhat regret which absolutely that Terrible design,Negative,1
stopped very somewhat Extremely working really extremely extremely disappointed unreliable,Negative,1
Quite fairly very broke regret extremely somewhat very somewhat poor,Negative,1
Functional extremely fairly with price fair after and nothing special,Neutral,3
Fair with price does the while job both reasonable and since bad very good,Neutral,3
Expectations since basic meets reasonable extremely conventional which could improve,Neutral,3
with feelings as Mixed described while acceptable quite meets expectations,Neutral,3
Could and improve which works after really typical okay fine,Neutral,3
expectations while price that meets Fair with quite extremely okay,Neutral,3
Fair while price quite meets expectations with that extremely okay,Neutral,3
Reasonable ordinary extremely very somewhat quality moderate very extremely somewhat,Neutral,3
But expectations meets basic after quite okay with conventional could improve,Neutral,3
Very adequate as with and fairly described very acceptable conventional,Neutral,3
Absolutely quite works very and some but flaws fine ordinary,Neutral,3
Somewhat improve basic could while extremely decent with typical functional,Neutral,3
Room typical while and for quite improvement absolutely functional extremely,Neutral,3
Fair price standard adequate feelings which mixed since somewhat okay,Neutral,3
adequate mixed decent feelings since fairly nothing special since somewhat Which,Neutral,3
For conventional that improvement room ordinary decent fairly meets expectations,Neutral,3
Works after acceptable with while absolutely fine extremely could improve,Neutral,3
Really extremely standard really quite really very somewhat decent adequate,Neutral,3
Does decent that the job that some flaws while typical as described,Neutral,3
Could functional reasonable improve really since and ordinary typical while,Neutral,3
Could improve somewhat and average but while typical basic somewhat,Neutral,3
Functional fair fairly extremely price with after and nothing special,Neutral,3
Normal expectations meets quite as described mixed and feelings okay,Neutral,3
Mixed functional feelings standard while okay very while normal quite,Neutral,3
Very really fairly mixed feelings somewhat really somewhat average normal,Neutral,3
Really described fair very fairly somewhat acceptable while as price,Neutral,3
Very conventional very okay does since the absolutely after job,Neutral,3
really as but but described mixed feelings since works fine Typical decent,Neutral,3
Normal and meets quite as described expectations mixed feelings okay,Neutral,3
Fair while price that meets expectations with extremely quite okay,Neutral,3
since Okay fair price somewhat standard and which really mixed feelings,Neutral,3
Price fair quite that since fine flaws while works some,Neutral,3
Very somewhat average mixed quality while really moderate very feelings,Neutral,3
Job does room average somewhat conventional after the for improvement,Neutral,3
Okay since fair price somewhat feelings and which really mixed standard,Neutral,3
Very somewhat average moderate mixed while really quality very feelings,Neutral,3
Fairly extremely flaws does the job really while some reasonable,Neutral,3
Expectations meets basic since reasonable extremely conventional which improve could,Neutral,3
Expectations meets basic conventional reasonable extremely since which could improve,Neutral,3
Absolutely quite works very and some but flaws fine ordinary,Neutral,3
Standard flaws very since and some really but decent conventional,Neutral,3
For meets that improvement conventional ordinary decent fairly room expectations,Neutral,3
very typical quite Standard that that okay could extremely improve,Neutral,3
Mixed while conventional feelings the since does job really acceptable,Neutral,3
While quality moderate quite after after very ordinary very reasonable,Neutral,3
Absolutely works fine very and some but flaws quite ordinary,Neutral,3
mixed acceptable moderate absolutely with but basic extremely Quality feelings,Neutral,3
really while conventional feelings does since the job Mixed acceptable,Neutral,3
Reasonable after nothing special but does the fair very job price,Neutral,3
As and decent fairly described somewhat after since moderate quality,Neutral,3
Feelings as absolutely absolutely after mixed while extremely described average,Neutral,3
As described while meets expectations really absolutely fair and price,Neutral,3
Decent somewhat fairly with expectations meets somewhat nothing fairly special,Neutral,3
Average absolutely works extremely fairly quite fairly fairly fine normal,Neutral,3
Some flaws typical while since standard decent does the job,Neutral,3
While expectations meets reasonable since flaws moderate quality but standard some,Neutral,3
Improve could very but functional described somewhat after decent as,Neutral,3
Some functional average flaws somewhat with nothing special somewhat conventional,Neutral,3
normal absolutely extremely Fairly really very somewhat really functional standard,Neutral,3
Fairly absolutely extremely normal really somewhat very really functional standard,Neutral,3
Job does the average improvement conventional after room for somewhat,Neutral,3
Decent meets expectations with fairly somewhat somewhat nothing fairly special,Neutral,3
somewhat price standard mixed feelings which adequate since Fair okay,Neutral,3
Could and works which okay after really typical improve fine,Neutral,3
Absolutely which fair fairly price meets which really expectations reasonable,Neutral,3
while special nothing both but good Acceptable and quite bad,Neutral,3
Normal acceptable while basic meets somewhat some flaws and expectations,Neutral,3
Decent adequate could improve with extremely conventional very nothing special,Neutral,3
the standard typical that very does since Somewhat fairly job,Neutral,3
Meets expectations okay basic flaws while after normal very some,Neutral,3
Nothing really absolutely adequate special with reasonable some really flaws,Neutral,3
Could functional reasonable improve really since typical while and ordinary,Neutral,3
Conventional flaws adequate standard that after and quite some decent,Neutral,3
flaws decent adequate standard that after and quite some Conventional,Neutral,3
Reasonable after nothing special but does the fair very job price,Neutral,3
Some quite absolutely flaws very really while typical fairly average,Neutral,3
really absolutely extremely normal Fairly very somewhat really functional standard,Neutral,3
Somewhat room standard while for price improvement fair after adequate,Neutral,3
Quality acceptable basic absolutely with but moderate extremely mixed feelings,Neutral,3
As fairly decent after described somewhat and since moderate quality,Neutral,3
For ordinary that improvement conventional room decent fairly meets expectations,Neutral,3
Typical as but but described really feelings since works fine mixed decent,Neutral,3
Really fairly fair very price somewhat acceptable while as described,Neutral,3
Could improve somewhat standard very since expectations meets okay conventional,Neutral,3
standard Mixed feelings and absolutely which absolutely acceptable really conventional,Neutral,3
Fine both works good since and but and bad moderate quality,Neutral,3
Could improve somewhat meets very since standard expectations okay conventional,Neutral,3
Works fine and ordinary moderate feelings since somewhat reasonable very but mixed quality,Neutral,3
Expectations both meets which good quality bad really while moderate and really decent really basic,Neutral,3
Both and good bad somewhat acceptable extremely quality which very moderate functional somewhat basic,Neutral,3
As somewhat decent and described fairly after since moderate quality,Neutral,3
Could which functional acceptable but improve extremely while nothing special absolutely typical,Neutral,3
average somewhat Very moderate quality while really mixed very feelings,Neutral,3
Some very typical really flaws which functional absolutely okay basic,Neutral,3
Mixed since conventional feelings does while the job really acceptable,Neutral,3
Normal expectations meets quite as feelings and mixed described okay,Neutral,3
described decent that the job typical some flaws while that as Does,Neutral,3
Absolutely absolutely really fairly average somewhat somewhat really ordinary normal,Neutral,3
Basic good both typical while and somewhat bad works fine,Neutral,3
and both works good since and bad Fine but moderate quality,Neutral,3
but outstanding delighted worth quite every penny Really extremely features,Positive,5
Penny worth every happy durable and since really really fantastic,Positive,5
Very absolutely really absolutely build really fairly very excellent happy,Positive,5
Fantastic intact worth satisfied really arrived that and every penny quite features,Positive,5
Love it fantastic performance great value and very well made,Positive,5
With well made quite quality fairly with really absolutely outstanding,Positive,5
While choice perfect after durable happy really somewhat outstanding build,Positive,5
while highly design recommend which That extremely love it excellent,Positive,5
Happy after really with amazing arrived intact absolutely exceeded expectations,Positive,5
Since happy build highly recommend extremely extremely which somewhat excellent,Positive,5
Expectations quite amazing somewhat exceeded absolutely fairly really quite satisfied,Positive,5
Perfect choice after arrived after excellent performance somewhat absolutely intact,Positive,5
Impressed quality durable with while excellent somewhat and exceeded expectations,Positive,5
Satisfied absolutely really somewhat somewhat extremely absolutely quite amazing features,Positive,5
Somewhat well made which while really design quite perfect choice,Positive,5
durable somewhat satisfied but that choice which quality really Perfect,Positive,5
Amazing recommend really and which impressed highly while very durable,Positive,5
Extremely absolutely really fairly fairly somewhat quality quite excellent durable,Positive,5
Worth delighted penny and every but fairly performance absolutely well made amazing,Positive,5
Since excellent extremely highly recommend extremely build which somewhat happy,Positive,5
Every and since penny features amazing durable worth with very delighted,Positive,5
Choice perfect somewhat durable amazing delighted since but very design,Positive,5
Perfect which satisfied but that choice somewhat quality really durable,Positive,5
Quality made absolutely which quite and well exceeded expectations outstanding,Positive,5
Perfect impressed excellent choice and absolutely but after arrived intact,Positive,5
Design somewhat really quite well very made quite absolutely superb,Positive,5
Performance expectations durable exceeded while and fairly superb love it,Positive,5
That very impressed and packaging perfect choice that good performance absolutely excellent,Positive,5
Packaging good excellent that that after performance worth every penny,Positive,5
while quality but Durable highly which recommend fantastic extremely happy,Positive,5
quite exceeded amazing somewhat Expectations absolutely fairly really quite satisfied,Positive,5
Impressed while durable with and excellent somewhat quality exceeded expectations,Positive,5
That packaging great absolutely superb extremely somewhat while good value,Positive,5
Perfect choice after absolutely excellent after performance somewhat arrived intact,Positive,5
Very delighted somewhat exceeded expectations extremely somewhat after absolutely fantastic,Positive,5
Since arrived impressed with intact value very somewhat great since,Positive,5
Superb very arrived intact after really delighted extremely extremely performance,Positive,5
Shipping highly fast while extremely recommend that extremely superb delighted,Positive,5
Intact fairly arrived exceeded that very somewhat expectations but fantastic,Positive,5
With well with absolutely quality fairly made really quite outstanding,Positive,5
after outstanding happy well after made while Features perfect choice,Positive,5
Excellent absolutely quality extremely well while made delighted quite that,Positive,5
Penny fantastic every really durable and since happy really worth,Positive,5
Durable delighted fairly but somewhat features somewhat superb highly recommend,Positive,5
Superb shipping features perfect and choice that very fast since impressed,Positive,5
after amazing really with Happy arrived intact absolutely exceeded expectations,Positive,5
Impressed durable quality with and excellent somewhat while exceeded expectations,Positive,5
since worth every really durable and Penny happy really fantastic,Positive,5
Design with exceeded that expectations while fantastic good packaging quite,Positive,5
Love fairly somewhat it absolutely design fairly fairly quite durable,Positive,5
that absolutely recommend Highly and extremely since durable outstanding delighted,Positive,5
recommend really outstanding which very happy absolutely highly Performance durable,Positive,5
recommend delighted fairly superb somewhat features somewhat but highly Durable,Positive,5
But choice perfect excellent build somewhat that happy really really,Positive,5
quite absolutely features Extremely quite very love it fairly excellent,Positive,5
Excellent somewhat performance highly intact somewhat recommend arrived since delighted,Positive,5
quality recommend highly and Fantastic which extremely that love it fast shipping,Positive,5
absolutely arrived with exceeded that expectations satisfied superb Intact performance,Positive,5
Love it absolutely extremely arrived while intact features somewhat fantastic,Positive,5
Features quite value but which great and impressed somewhat fast shipping,Positive,5
Love fantastic it performance great value and well very made,Positive,5
Extremely outstanding with but choice which perfect love somewhat it,Positive,5
happy worth penny somewhat features which amazing which well made absolutely Every,Positive,5
well somewhat really quite very Design made quite absolutely superb,Positive,5
intact Fantastic arrived satisfied really worth that and every penny quite features,Positive,5
Durable delighted fairly superb somewhat features somewhat highly but recommend,Positive,5
Expectations exceeded fairly somewhat quite absolutely amazing really quite satisfied,Positive,5
Extremely quite really fairly fairly somewhat quality absolutely excellent durable,Positive,5
Since arrived impressed since intact with very somewhat great value,Positive,5
Well exceeded made satisfied really since performance after with somewhat expectations,Positive,5
fairly impressed really very design extremely Absolutely fairly very durable,Positive,5
Penny worth every really durable and since fantastic really happy,Positive,5
Extremely absolutely fairly quite quite very love it features excellent,Positive,5
Which superb perfect quality impressed with choice while arrived intact,Positive,5
Design somewhat really quite very made well quite absolutely superb,Positive,5
Love it absolutely somewhat arrived extremely intact features while fantastic,Positive,5
Perfect durable satisfied but that choice which quality really somewhat,Positive,5
Highly fantastic recommend absolutely which quality fairly since love it,Positive,5
Quality arrived intact amazing penny quite since worth every delighted,Positive,5
Excellent somewhat intact highly since somewhat recommend arrived performance delighted,Positive,5
Love absolutely somewhat it fairly design fairly fairly quite durable,Positive,5
Impressed quality durable with and somewhat excellent while exceeded expectations,Positive,5
Very extremely exceeded somewhat expectations delighted somewhat after absolutely fantastic,Positive,5
Expectations quality exceeded while fantastic quite extremely quite well made,Positive,5
Durable exceeded very expectations fantastic extremely while but absolutely build,Positive,5
Love fantastic and performance great value it very well made,Positive,5
Every worth since penny features and durable amazing with very delighted,Positive,5
Worth delighted but and every penny fairly performance amazing well made absolutely,Positive,5
Absolutely impressed really very design extremely fairly very fairly durable,Positive,5
Really extremely absolutely very excellent exceeded quite absolutely expectations design,Positive,5
Design that superb highly fairly good since packaging impressed recommend,Positive,5
Since excellent build happy recommend extremely extremely which somewhat highly,Positive,5
Made superb well perfect really choice but extremely performance delighted,Positive,5
quite intact arrived satisfied really worth that and every penny Fantastic features,Positive,5
packaging satisfied Good quite after quality since highly after recommend excellent,Positive,5
delighted exceeded Features expectations somewhat fantastic after after absolutely fast shipping,Positive,5
Expectations really amazing somewhat quite absolutely fairly exceeded quite satisfied,Positive,5
value fantastic it performance great Love and very well made,Positive,5
Perfect absolutely excellent choice after impressed but and arrived intact,Positive,5
Durable build but expectations fantastic extremely while very absolutely exceeded,Positive,5
