sentence,category,rating
Dissatisfied do damaged absolutely with very not buy extremely unreliable,Negative,1
Stopped very avoid extremely awful and unreliable somewhat frustrated working,Negative,1
Disappointed with damaged but money since horrible waste of unreliable,Negative,1
Damaged materials do that quite disappointed somewhat cheap not buy,Negative,1
Somewhat avoid poor construction and with failed absolutely very poor,Negative,1
Of waste money and extremely somewhat while defective but bad,Negative,1
Poor absolutely somewhat extremely broke really construction absolutely extremely avoid,Negative,1
Dissatisfied unreliable awful it not really after worth very defective,Negative,1
Worth not it damaged unhappy somewhat since absolutely bad unreliable,Negative,1
Absolutely stopped extremely purchase terrible working somewhat and somewhat dissatisfied,Negative,1
Stopped unreliable very somewhat very working very very very avoid,Negative,1
unreliable bad disappointed broke do not which which buy After,Negative,1
Regret very somewhat after flawed which awful after design defective,Negative,1
After awful cheap avoid regret while while extremely failed materials,Negative,1
bad stopped working since of money regret Waste while very poor construction,Negative,1
Do unreliable buy fairly very not after with extremely disappointed,Negative,1
Do with absolutely buy quite not dissatisfied fairly poor construction,Negative,1
Terrible working while stopped since avoid and dissatisfied cheap materials,Negative,1
Disappointed but damaged with unreliable since horrible waste of money,Negative,1
Since defective awful of which money flawed design really waste,Negative,1
After worth not it bad broke extremely unreliable quite regret,Negative,1
Broke low quality somewhat absolutely that fairly avoid somewhat bad,Negative,1
very stopped frustrated with do not buy Working cheap materials somewhat bad,Negative,1
Stopped disappointed awful and avoid quite quite poor construction working,Negative,1
Cheap somewhat materials regret after failed since poor which terrible purchase,Negative,1
Very horrible absolutely not buy which somewhat frustrated defective do,Negative,1
Somewhat fairly defective that not fairly buy do really dissatisfied,Negative,1
Waste money of quite which extremely horrible fairly while damaged,Negative,1
Stopped extremely working very awful and unreliable somewhat frustrated avoid,Negative,1
very Damaged extremely quite quite fairly regret poor extremely construction,Negative,1
Flawed regret purchase somewhat but defective and terrible design really bad,Negative,1
the mixed standard fairly does Feelings since job quite decent,Neutral,3
that good both and bad very Really extremely acceptable normal,Neutral,3
That as quality adequate fairly decent room for improvement moderate described,Neutral,3
Special nothing really that absolutely fairly fairly that acceptable adequate,Neutral,3
Reasonable expectations meets which mixed feelings but fairly as fairly described typical,Neutral,3
somewhat the job which as described decent Does moderate quality,Neutral,3
Price fair standard meets expectations that mixed while that feelings really average,Neutral,3
special average price nothing but Fair both good and bad does while the job,Neutral,3
Special fairly nothing very meets expectations and very could improve,Neutral,3
Fairly absolutely fairly fair price quite somewhat really okay standard,Neutral,3
conventional as quite that after described since functional absolutely Okay,Neutral,3
Extremely typical reasonable functional with which very standard some flaws,Neutral,3
Reasonable expectations meets fairly mixed feelings as fairly but which described typical,Neutral,3
fine works Normal mixed but which feelings nothing special okay,Neutral,3
Somewhat improve meets somewhat okay since fairly that could expectations,Neutral,3
really Fairly reasonable ordinary does after fairly that the job,Neutral,3
Somewhat decent standard room somewhat somewhat but conventional for improvement,Neutral,3
The standard does with job after very after average fairly typical,Neutral,3
special adequate nothing After really both good and bad typical,Neutral,3
Really extremely quite fairly somewhat normal somewhat okay could improve,Neutral,3
Some average while extremely which flaws very basic somewhat normal,Neutral,3
Ordinary mixed really after feelings average which somewhat normal adequate,Neutral,3
Room decent with for basic fairly improvement meets expectations typical,Neutral,3
Ordinary mixed really which feelings adequate after somewhat normal average,Neutral,3
Okay typical absolutely really absolutely quite extremely could quite improve,Neutral,3
very absolutely some functional that quite standard Flaws absolutely reasonable,Neutral,3
Adequate normal ordinary extremely while that decent while some flaws,Neutral,3
Some average while somewhat flaws which very basic extremely normal,Neutral,3
Fairly basic really okay very absolutely fairly really works fine,Neutral,3
As adequate reasonable while quite absolutely that described extremely very,Neutral,3
Adequate acceptable since quality some flaws moderate quite nothing special,Neutral,3
quality while could reasonable basic after really moderate with Improve adequate,Neutral,3
acceptable absolutely quite flaws fairly very somewhat really basic Some,Neutral,3
Reasonable absolutely absolutely somewhat works fairly quite very standard fine,Neutral,3
extremely somewhat Fairly very fairly mixed feelings basic fairly conventional,Neutral,3
Job does and nothing special since the really moderate quality,Neutral,3
Adequate somewhat which ordinary fairly average but absolutely fairly conventional,Neutral,3
Average absolutely fairly fairly standard somewhat extremely meets absolutely expectations,Neutral,3
Fairly really adequate extremely fairly normal fairly extremely basic average,Neutral,3
after fine works As described really extremely acceptable mixed feelings,Neutral,3
As since price really fair described both good and bad,Neutral,3
Decent conventional some absolutely flaws while nothing special does the job,Neutral,3
Fair price which okay job quite does since the but,Neutral,3
ordinary really reasonable Fairly does after fairly that the job,Neutral,3
Somewhat decent somewhat very standard very quite quite mixed feelings,Neutral,3
Both and good bad while and really normal adequate average that ordinary fairly really,Neutral,3
special both good while bad nothing that and And adequate very reasonable,Neutral,3
extremely somewhat somewhat really some somewhat Standard fairly flaws conventional,Neutral,3
Both and and bad while good really normal really average that ordinary fairly adequate,Neutral,3
Decent works quite fine nothing that special that which could improve,Neutral,3
Meets feelings mixed expectations somewhat nothing special that moderate average somewhat quality,Neutral,3
Average very ordinary quite that absolutely extremely conventional really functional,Neutral,3
Works decent after extremely fine and fairly absolutely could improve,Neutral,3
Very price fair which meets while for room expectations improvement,Neutral,3
Okay fairly mixed while works fine and feelings as described conventional,Neutral,3
And both good acceptable and meets expectations as described bad,Neutral,3
Reasonable since does the job fairly which fair price really as while described absolutely could,Neutral,3
Some flaws conventional fairly okay somewhat job which the does,Neutral,3
Meets very expectations since could improve typical acceptable extremely basic,Neutral,3
Room basic acceptable improvement for with that really functional really moderate quality,Neutral,3
Does which the job absolutely quite absolutely quite basic acceptable,Neutral,3
Works good fine both and typical and bad somewhat average,Neutral,3
Normal nothing since special improvement room which while for somewhat,Neutral,3
The mixed normal job does feelings really decent with really nothing special,Neutral,3
Quite really adequate very moderate basic somewhat absolutely somewhat quality,Neutral,3
Described as while could but fairly decent and improve normal,Neutral,3
Normal fairly mixed extremely feelings with okay absolutely fairly ordinary,Neutral,3
Really good both and bad that very extremely acceptable normal,Neutral,3
Moderate as quality adequate while decent described fairly that could improve,Neutral,3
Standard does fairly the absolutely after extremely after job conventional,Neutral,3
Absolutely as normal described and that extremely average feelings mixed,Neutral,3
Meets mixed feelings expectations absolutely since moderate which after quality absolutely acceptable,Neutral,3
Standard really somewhat somewhat some somewhat extremely fairly flaws conventional,Neutral,3
Fairly extremely normal really fairly adequate fairly extremely basic average,Neutral,3
really basic and extremely expectations very with conventional Meets acceptable,Neutral,3
Fairly absolutely fairly fair price quite okay really standard somewhat,Neutral,3
Meets very typical since could improve expectations extremely acceptable basic,Neutral,3
Normal works fine okay but which feelings nothing special mixed,Neutral,3
Somewhat decent standard conventional improvement somewhat but room for somewhat,Neutral,3
standard quite somewhat very Somewhat very decent quite mixed feelings,Neutral,3
Reasonable job does the since really which fair price fairly as while described absolutely could,Neutral,3
Functional acceptable with some basic flaws absolutely absolutely very typical,Neutral,3
moderate quite quite Really quality absolutely really standard very adequate,Neutral,3
As fair price really since described bad good and both,Neutral,3
expectations price fair which meets while Very room for improvement,Neutral,3
Price fair standard meets expectations mixed while that that feelings really average,Neutral,3
standard functional feelings after fairly typical with since average Mixed,Neutral,3
Improve standard adequate fairly which that after could moderate quality,Neutral,3
Special adequate really that acceptable fairly fairly that absolutely nothing,Neutral,3
As fine extremely after described really works acceptable mixed feelings,Neutral,3
Normal functional decent as described since that both good and bad,Neutral,3
Price fair standard expectations meets that while mixed that feelings really average,Neutral,3
since since good and bad Both fairly as since described acceptable normal,Neutral,3
Adequate normal ordinary while while that decent extremely some flaws,Neutral,3
Works decent absolutely fine extremely and fairly after could improve,Neutral,3
Absolutely really could extremely improve okay absolutely very quite basic,Neutral,3
Really average somewhat moderate quality that basic but absolutely somewhat,Neutral,3
Meets feelings mixed expectations somewhat average special that moderate quality somewhat nothing,Neutral,3
Which does the job very price basic mixed feelings fair after,Neutral,3
The job typical with does mixed feelings very absolutely average,Neutral,3
Fair price fine fairly that somewhat but and works basic,Neutral,3
Really extremely both and bad very that good acceptable normal,Neutral,3
absolutely for functional very improvement extremely with Room okay normal,Neutral,3
normal average while extremely flaws which very basic somewhat Some,Neutral,3
Really improve quite fairly extremely normal somewhat okay could somewhat,Neutral,3
Described as with quality does that moderate the job really could improve that somewhat acceptable,Neutral,3
Feelings mixed standard fairly does the since decent quite job,Neutral,3
Job does special nothing the since and really moderate quality,Neutral,3
really Absolutely could extremely improve absolutely okay very quite basic,Neutral,3
Extremely conventional some really very that really flaws after acceptable,Neutral,3
Feelings mixed the fairly does standard since job quite decent,Neutral,3
Special nothing really that acceptable fairly that fairly absolutely adequate,Neutral,3
Very price fair which meets room expectations while for improvement,Neutral,3
Improve while could reasonable adequate after really moderate with quality basic,Neutral,3
that acceptable meets typical mixed Expectations feelings quite extremely standard,Neutral,3
Moderate room quality for improvement that with somewhat nothing special,Neutral,3
Ordinary for conventional reasonable adequate very extremely room since improvement,Neutral,3
Really absolutely ordinary quite really acceptable normal absolutely somewhat absolutely,Neutral,3
for functional moderate that quality room while Ordinary which improvement average,Neutral,3
Decent works improve quite nothing that special that which could fine,Neutral,3
Normal since decent as described functional both that good and bad,Neutral,3
Adequate acceptable moderate quality some flaws since special nothing quite,Neutral,3
Fairly really normal adequate fairly extremely fairly extremely basic average,Neutral,3
Really since both and bad with good really typical reasonable,Neutral,3
Adequate could improve typical and really absolutely fairly average ordinary,Neutral,3
improvement moderate quality adequate fairly decent room for That as described,Neutral,3
Flaws somewhat some adequate and which somewhat ordinary decent and,Neutral,3
very extremely somewhat as absolutely described normal Really fairly functional,Neutral,3
fine nothing typical special very really some flaws works But,Neutral,3
And both good while bad nothing adequate and special that very reasonable,Neutral,3
Feelings standard conventional fairly that mixed quite while adequate decent,Neutral,3
Normal the does job while some flaws somewhat extremely basic,Neutral,3
with average basic fine quite Works that could improve fair price,Neutral,3
that extremely mixed feelings since meets Extremely expectations absolutely standard,Neutral,3
With for room really improvement does typical the job while,Neutral,3
Works fine while ordinary very moderate very but both good and bad extremely okay quality,Neutral,3
average good Both and bad does very which the job,Neutral,3
Moderate mixed quality with does feelings the job basic average,Neutral,3
Normal basic does job while some somewhat flaws extremely the,Neutral,3
Normal ordinary and very but some average but flaws functional,Neutral,3
Some flaws ordinary with while acceptable fine typical works but,Neutral,3
Basic both good but fair bad meets and expectations and price,Neutral,3
Okay flaws some fairly ordinary with meets with extremely expectations,Neutral,3
Reasonable good works typical basic since extremely that with both fine and bad,Neutral,3
Room expectations decent for and improvement extremely ordinary meets conventional,Neutral,3
Standard both meets good and bad really but expectations decent,Neutral,3
okay absolutely fairly fair price quite Fairly really somewhat standard,Neutral,3
expectations Reasonable meets fairly mixed feelings but fairly as which described typical,Neutral,3
Described does as and job acceptable conventional both but good the bad,Neutral,3
Fine works fair but but nothing special price extremely decent,Neutral,3
Some average while basic flaws which very extremely somewhat normal,Neutral,3
Absolutely quite extremely standard fairly functional decent really quite really,Neutral,3
Somewhat functional acceptable with while while standard somewhat fair price,Neutral,3
As fine works after described really extremely mixed acceptable feelings,Neutral,3
Job the quite extremely average as described does which both good and bad,Neutral,3
Normal the does job while basic somewhat flaws extremely some,Neutral,3
Somewhat standard average really absolutely extremely absolutely quite extremely functional,Neutral,3
Normal ordinary but very but average some and flaws functional,Neutral,3
Fair price fine fairly that somewhat but and works basic,Neutral,3
That good both typical extremely very bad and as described,Neutral,3
Room conventional decent for and improvement expectations ordinary meets extremely,Neutral,3
quite standard mixed fairly that conventional Feelings while adequate decent,Neutral,3
Some average while extremely flaws which very somewhat basic normal,Neutral,3
conventional somewhat extremely very fairly mixed feelings basic fairly Fairly,Neutral,3
Functional ordinary absolutely extremely very quite quite very extremely reasonable,Neutral,3
The does really job mixed feelings normal decent with really nothing special,Neutral,3
Ordinary mixed normal which feelings average after somewhat really adequate,Neutral,3
extremely absolutely mixed Normal feelings with okay fairly fairly ordinary,Neutral,3
Fair fine price and since quite standard really works decent,Neutral,3
Special works nothing fine since moderate that quality mixed feelings,Neutral,3
Improvement room for but fair special price very meets expectations nothing and,Neutral,3
Adequate but average ordinary fairly which somewhat absolutely fairly conventional,Neutral,3
does some flaws extremely Normal but the job and and absolutely ordinary,Neutral,3
Works typical average both and good and bad somewhat fine,Neutral,3
ordinary very conventional quite that absolutely extremely Average really functional,Neutral,3
Extremely conventional some acceptable after that really flaws very really,Neutral,3
Flaws which some and and somewhat somewhat ordinary decent adequate,Neutral,3
job which the absolutely Does quite absolutely quite basic acceptable,Neutral,3
Ordinary functional for that quality room while moderate which improvement average,Neutral,3
expectations extremely mixed feelings since meets that Extremely absolutely standard,Neutral,3
Special and nothing fairly meets expectations very very could improve,Neutral,3
The average does job moderate while quality quite which basic,Neutral,3
Average absolutely fairly fairly somewhat standard meets extremely absolutely expectations,Neutral,3
Job but does nothing special room for improvement the conventional acceptable,Neutral,3
Room for that reasonable improvement typical works since after fine basic,Neutral,3
fairly mixed standard Feelings does the since job quite decent,Neutral,3
quite very conventional Average that absolutely extremely ordinary really functional,Neutral,3
As fair described extremely price really feelings since mixed but,Neutral,3
Fairly somewhat extremely mixed fairly very feelings basic fairly conventional,Neutral,3
Flaws functional some absolutely that quite standard very absolutely reasonable,Neutral,3
Room works fine improvement for but fairly moderate quality acceptable,Neutral,3
Room improvement decent for and conventional extremely ordinary meets expectations,Neutral,3
Described typical as acceptable fairly the that for improvement somewhat does room job,Neutral,3
Room for fine reasonable that typical works since after improvement basic,Neutral,3
after job does with standard after very The average fairly typical,Neutral,3
Absolutely really could okay improve absolutely extremely very quite basic,Neutral,3
Flaws some average nothing works that fine conventional really that and special,Neutral,3
Described as while decent improve fairly could and but normal,Neutral,3
Meets quite expectations fair acceptable since and while price standard,Neutral,3
Basic could improve but while moderate while quality decent adequate,Neutral,3
Amazing somewhat but happy quality durable really worth every penny,Positive,5
Build excellent somewhat durable love that which it great value,Positive,5
outstanding very satisfied very absolutely Really extremely durable somewhat design,Positive,5
Fantastic fairly somewhat very fast absolutely really features really shipping,Positive,5
Great fairly durable quality which fairly absolutely amazing value impressed,Positive,5
Shipping satisfied while performance exceeded and while expectations really fast fantastic,Positive,5
It good extremely since design love since packaging very amazing,Positive,5
Exceeded expectations impressed but somewhat which absolutely superb arrived intact,Positive,5
Extremely absolutely intact exceeded while expectations delighted extremely arrived excellent,Positive,5
With shipping fast with which worth satisfied every penny really fantastic design,Positive,5
Features great value very quite well but made and satisfied,Positive,5
Quite recommend fairly and highly and extremely satisfied well made,Positive,5
extremely fast fairly fairly extremely absolutely shipping somewhat Delighted excellent,Positive,5
but highly since Superb that recommend build very delighted fast shipping,Positive,5
Happy intact arrived after excellent really features great value and,Positive,5
Design exceeded while but expectations since impressed durable amazing fairly,Positive,5
Extremely very delighted somewhat quite exceeded fairly quite expectations fantastic,Positive,5
while somewhat really made while Well after perfect choice quality,Positive,5
Fantastic good packaging but very that worth very every penny,Positive,5
Really durable somewhat build somewhat fairly perfect choice fairly somewhat,Positive,5
Good with and somewhat build packaging which fantastic highly recommend,Positive,5
extremely happy Exceeded while but after expectations extremely superb features,Positive,5
Extremely extremely really quality delighted very fairly amazing really absolutely,Positive,5
Quite build amazing shipping which which fairly fast exceeded expectations,Positive,5
Quite impressed quality really durable amazing quite while exceeded expectations,Positive,5
Exceeded superb but absolutely expectations while absolutely build good packaging,Positive,5
Which packaging good while great value but quality impressed extremely outstanding,Positive,5
Fantastic fairly somewhat shipping fast absolutely really very really features,Positive,5
expectations exceeded superb But while very and good packaging extremely design,Positive,5
love choice really after really somewhat Perfect it superb build,Positive,5
Fast shipping build fairly great that absolutely value and outstanding,Positive,5
very excellent every penny and very Worth really features satisfied,Positive,5
With shipping fast satisfied fantastic worth with every penny really which design,Positive,5
Fantastic penny packaging that very but worth very every good,Positive,5
Exceeded but superb good expectations while absolutely build absolutely packaging,Positive,5
Love absolutely somewhat it while somewhat well made great value,Positive,5
Excellent after love absolutely very after it since well made,Positive,5
Delighted fast extremely fairly fairly absolutely shipping somewhat extremely excellent,Positive,5
Highly with recommend after quality durable fairly and amazing delighted,Positive,5
Love it after with great value extremely amazing fast that shipping features,Positive,5
Extremely extremely really really delighted very fairly absolutely quality amazing,Positive,5
Delighted perfect choice fast quite superb which shipping somewhat design,Positive,5
Good design delighted packaging every fantastic extremely worth with somewhat penny,Positive,5
Love it really which features really extremely expectations exceeded amazing,Positive,5
Delighted perfect choice quite which superb fast shipping somewhat design,Positive,5
Highly quality recommend arrived intact which love after amazing it very that,Positive,5
Really satisfied very very absolutely outstanding extremely durable somewhat design,Positive,5
Design exceeded since but expectations while fairly durable amazing impressed,Positive,5
good Recommend highly since packaging really with features happy superb,Positive,5
Very quality impressed while perfect choice made after well superb,Positive,5
With shipping fantastic satisfied which worth with every penny really fast design,Positive,5
satisfied excellent recommend design really after since durable absolutely Highly,Positive,5
Fairly every build since penny durable satisfied extremely absolutely worth,Positive,5
But worth performance which every while penny extremely made well delighted,Positive,5
Fast since impressed shipping quite excellent that fairly performance exceeded expectations,Positive,5
Love intact it value somewhat superb extremely that while build which arrived great,Positive,5
Value happy quality which after quite great with somewhat fantastic,Positive,5
expectations happy extremely while but after Exceeded extremely superb features,Positive,5
amazing since exceeded delighted which while extremely durable quality Expectations,Positive,5
every excellent Worth penny and very very really features satisfied,Positive,5
Impressed fast since shipping very very worth extremely every penny,Positive,5
amazing with recommend and quality durable fairly after Highly delighted,Positive,5
Impressed recommend highly quite which very extremely really extremely excellent,Positive,5
Expectations performance while quite and arrived which intact love exceeded it quite fantastic,Positive,5
Really absolutely happy exceeded quite absolutely fantastic somewhat somewhat expectations,Positive,5
Worth excellent every penny and very very really satisfied features,Positive,5
