sentence,category,rating
Normal meets very while quite expectations nothing really absolutely special,Neutral,3
Expectations meets which reasonable fair price some with but flaws really standard,Neutral,3
Really absolutely functional extremely fairly absolutely really basic fair price,Neutral,3
Good typical both and bad fairly nothing special quite and meets expectations quite okay,Neutral,3
Good and both bad with reasonable as described very adequate,Neutral,3
Moderate fairly reasonable quality somewhat extremely does but the job,Neutral,3
Basic some quite flaws really does after and the job,Neutral,3
Normal could improve extremely while after meets expectations as but described okay,Neutral,3
Improve decent could and quite really while works fine normal,Neutral,3
Special nothing decent fair price somewhat both good and bad fairly does which the job,Neutral,3
Nothing special and some flaws while does the job but somewhat conventional extremely decent,Neutral,3
Somewhat extremely fairly typical somewhat somewhat very fairly basic average,Neutral,3
Fair which price which some flaws extremely acceptable very works fine,Neutral,3
Average could fairly somewhat while improve extremely while quite basic,Neutral,3
Moderate ordinary quality reasonable room for with improvement meets expectations,Neutral,3
Improve really could with normal somewhat with really really okay,Neutral,3
With fair price some extremely flaws somewhat fairly somewhat ordinary,Neutral,3
Mixed feelings very fair extremely extremely quite after price reasonable,Neutral,3
Functional described as somewhat room for improvement and really okay,Neutral,3
Room improvement for with after okay fair price quite adequate,Neutral,3
Room with decent for since after absolutely improvement somewhat conventional,Neutral,3
Adequate average with with fair price while nothing special extremely mixed feelings,Neutral,3
As both described that good and bad which meets expectations,Neutral,3
Could nothing special improve fairly meets expectations fairly and after conventional somewhat acceptable,Neutral,3
Works average standard which fine that but conventional some flaws,Neutral,3
Reasonable nothing with special extremely does the job mixed that feelings absolutely while fair price,Neutral,3
Does decent the job fairly fair price somewhat since both good since and bad,Neutral,3
Extremely normal really quite very decent really nothing fairly special,Neutral,3
As meets described expectations but typical both while good and that bad somewhat decent,Neutral,3
Extremely fair okay price meets after expectations room for improvement,Neutral,3
Adequate ordinary absolutely decent extremely could that which improve typical,Neutral,3
Adequate quite reasonable with extremely could after and improve basic,Neutral,3
Ordinary really acceptable and some but extremely flaws fairly adequate,Neutral,3
Could normal somewhat since improve does the extremely really job,Neutral,3
Special okay nothing functional both with while good that and bad,Neutral,3
Absolutely moderate quality decent which extremely absolutely extremely works fine,Neutral,3
Job does the reasonable fair but but price could improve while very as described,Neutral,3
Fairly flaws some as described does after the extremely job,Neutral,3
That quality moderate absolutely does while the job could improve,Neutral,3
Conventional reasonable ordinary since after works fine mixed quite feelings,Neutral,3
Quality moderate functional really ordinary average since really could improve,Neutral,3
Basic functional really and average somewhat absolutely fairly moderate quality,Neutral,3
Standard which acceptable quite could improve conventional fairly meets expectations,Neutral,3
While feelings mixed which works fine since very extremely decent,Neutral,3
Adequate average both good with and bad basic really moderate quality,Neutral,3
Some flaws fair price but functional fairly extremely really standard,Neutral,3
Fairly reasonable normal room extremely which but while for improvement,Neutral,3
That nothing special while reasonable quite conventional does the job,Neutral,3
That some flaws and typical as since described absolutely meets expectations average,Neutral,3
Basic functional extremely while fairly could which quite improve typical,Neutral,3
Special okay nothing fairly conventional absolutely does the job really but both good and bad,Neutral,3
Mixed feelings somewhat acceptable conventional absolutely extremely and adequate basic,Neutral,3
Acceptable and nothing while special somewhat works fine that could improve,Neutral,3
Fairly somewhat basic fair absolutely somewhat price while absolutely decent,Neutral,3
Special nothing okay typical with really mixed but feelings with absolutely works fine,Neutral,3
Basic improve could which but extremely very really absolutely normal,Neutral,3
As acceptable described really which typical and mixed feelings really meets expectations,Neutral,3
For room acceptable improvement nothing special that functional with with moderate quality,Neutral,3
Meets decent fairly absolutely expectations which and after nothing special,Neutral,3
Really as described that average quite typical works extremely fine,Neutral,3
Fair really decent absolutely price basic after absolutely works fine,Neutral,3
Price fair decent while somewhat while meets which expectations standard,Neutral,3
Expectations typical meets absolutely while some flaws which standard with somewhat decent,Neutral,3
Somewhat nothing conventional special quite and that meets very expectations,Neutral,3
As acceptable described somewhat and could improve after but somewhat meets expectations absolutely moderate quality,Neutral,3
Basic works fine room after for improvement quite acceptable conventional,Neutral,3
Average as described moderate while quality really somewhat could improve,Neutral,3
Absolutely fairly meets expectations decent with fairly fair quite price,Neutral,3
Room standard quite for improvement really reasonable but extremely normal,Neutral,3
Average conventional both good which and bad standard really adequate,Neutral,3
Described as very works fine quite really but fairly okay,Neutral,3
Adequate really average extremely nothing special and mixed feelings typical,Neutral,3
Conventional reasonable nothing special while absolutely functional room that but for improvement,Neutral,3
The conventional does job that some flaws after absolutely acceptable and as described,Neutral,3
Okay conventional with meets expectations that mixed feelings that nothing special,Neutral,3
Quite extremely normal absolutely quite nothing quite special extremely functional,Neutral,3
Special okay nothing very works since fine both good and bad,Neutral,3
Nothing could special improve fairly works after with fine somewhat after decent conventional,Neutral,3
Functional as described fairly while normal somewhat both good but and bad,Neutral,3
The does job and while absolutely both good and bad extremely standard okay normal,Neutral,3
And acceptable as since described some flaws while works fine normal,Neutral,3
Special really nothing meets with and expectations moderate very quality,Neutral,3
Somewhat typical does the job some flaws with reasonable ordinary,Neutral,3
Some standard flaws typical fairly but does the which job average,Neutral,3
Mixed somewhat feelings acceptable functional but fairly and fair price,Neutral,3
Described as typical extremely does since the job acceptable room for improvement,Neutral,3
Mixed feelings very but which normal acceptable absolutely works fine,Neutral,3
Described as quite with but conventional since works fine okay,Neutral,3
Ordinary fairly absolutely typical extremely absolutely very quite really acceptable,Neutral,3
Okay conventional quite fairly quite mixed very absolutely somewhat feelings,Neutral,3
Improvement for room absolutely typical does the and but job very average standard,Neutral,3
Could improve but after works with very fine average typical,Neutral,3
While both good and while bad with does the job typical,Neutral,3
As moderate described which quality which acceptable extremely while both good and bad,Neutral,3
Average functional room after somewhat really since for somewhat improvement,Neutral,3
Both and good bad basic very fair price very functional while very decent,Neutral,3
Meets normal acceptable expectations while room for improvement as described,Neutral,3
That feelings mixed with nothing special very okay conventional quite works fine,Neutral,3
Good both ordinary and bad but and typical extremely meets expectations acceptable,Neutral,3
Mixed very extremely somewhat feelings but very reasonable typical adequate,Neutral,3
Really moderate somewhat somewhat absolutely really quality reasonable somewhat ordinary,Neutral,3
Nothing special really and somewhat which functional and could improve,Neutral,3
Somewhat absolutely really extremely really adequate somewhat reasonable nothing special,Neutral,3
Some standard fairly flaws and which absolutely does the job,Neutral,3
Basic the does while job really which while could improve,Neutral,3
Described fair as price after after some flaws adequate absolutely decent,Neutral,3
Functional very absolutely quite absolutely fairly typical extremely average basic,Neutral,3
Some flaws quite with very absolutely quite okay works fine,Neutral,3
Functional price fair since somewhat standard fairly could improve decent,Neutral,3
Acceptable extremely room for after fairly improvement adequate normal basic,Neutral,3
Cheap materials absolutely dissatisfied very quite quite really somewhat broke,Negative,1
Materials damaged cheap not that worth which it fairly disappointed,Negative,1
Waste poor disappointed which after but of money stopped working unreliable,Negative,1
Quite cheap absolutely materials since very damaged somewhat terrible purchase,Negative,1
While dissatisfied not worth it absolutely terrible fairly with but low quality,Negative,1
Damaged but avoid awful fairly really flawed design very disappointed,Negative,1
Bad stopped after which really working while really flawed design,Negative,1
Design flawed quite avoid which with after disappointed absolutely poor,Negative,1
Extremely frustrated really fairly really somewhat terrible very extremely damaged,Negative,1
Poor very construction with regret fairly not with worth it,Negative,1
Damaged somewhat somewhat somewhat fairly extremely very unhappy absolutely poor,Negative,1
Frustrated and broke quite but unreliable while quite absolutely bad,Negative,1
Regret unreliable poor waste of money fairly with while stopped working,Negative,1
Stopped disappointed terrible working after since absolutely terrible purchase but cheap materials,Negative,1
Awful disappointed absolutely failed really extremely and unreliable terrible purchase,Negative,1
Fairly quality low very really unhappy which waste of money,Negative,1
Extremely very cheap absolutely materials very disappointed fairly very broke,Negative,1
Not do disappointed buy very failed really horrible after fairly after flawed design,Negative,1
Disappointed terrible that do not buy and very stopped working,Negative,1
Poor very extremely terrible purchase since and somewhat really dissatisfied,Negative,1
Somewhat defective unreliable poor fairly with while very absolutely unhappy,Negative,1
Somewhat unreliable bad do since not buy damaged really disappointed,Negative,1
After not worth that after it extremely flawed design frustrated,Negative,1
Very frustrated damaged fairly extremely low somewhat really very quality,Negative,1
Fairly not unreliable worth very since it really stopped working,Negative,1
Cheap materials awful fairly disappointed extremely which avoid very defective,Negative,1
Since waste of that money very unreliable defective dissatisfied terrible,Negative,1
Flawed regret awful very since with design somewhat terrible purchase,Negative,1
Extremely defective unhappy fairly and which horrible terrible somewhat purchase,Negative,1
Terrible purchase that bad absolutely stopped that working cheap materials,Negative,1
Money waste of low quality since after poor absolutely regret broke,Negative,1
Not worth since it quite flawed design regret poor broke,Negative,1
Failed but terrible that purchase very that unhappy really poor unreliable,Negative,1
Working stopped disappointed cheap materials very horrible that terrible purchase,Negative,1
Dissatisfied quite extremely low quality really after really horrible broke,Negative,1
Awful regret damaged unreliable somewhat not after somewhat worth it,Negative,1
Do fairly not buy while low quality stopped really working,Negative,1
Poor really regret with that construction extremely that absolutely avoid,Negative,1
Stopped really quite somewhat fairly working fairly terrible extremely regret,Negative,1
Regret awful unreliable somewhat fairly extremely while waste of money,Negative,1
Stopped absolutely working somewhat and absolutely avoid regret unreliable awful,Negative,1
Low fairly extremely absolutely quite fairly quality absolutely defective avoid,Negative,1
Avoid absolutely poor which disappointed really quite flawed design damaged,Negative,1
Unhappy not that worth it fairly which broke somewhat poor,Negative,1
Do awful not buy extremely frustrated which quite poor construction,Negative,1
Disappointed poor construction quite poor that absolutely waste of money,Negative,1
Poor since poor construction stopped fairly working somewhat terrible purchase,Negative,1
Cheap and materials bad very waste of money since really disappointed damaged,Negative,1
Construction poor quite defective since terrible purchase disappointed quite poor,Negative,1
Absolutely defective frustrated absolutely not worth with it really horrible,Negative,1
Poor but unhappy broke low quality since which waste of money,Negative,1
Disappointed terrible do but but not buy extremely failed flawed design,Negative,1
Horrible unreliable frustrated with that somewhat but stopped very working,Negative,1
Flawed working stopped design while fairly that poor quite with avoid disappointed,Negative,1
Terrible unhappy failed with with somewhat cheap materials waste of money,Negative,1
Really damaged fairly awful disappointed absolutely after somewhat low quality,Negative,1
Unhappy and waste of money fairly broke but and cheap materials,Negative,1
Very defective absolutely poor quite unreliable really but fairly disappointed,Negative,1
Bad frustrated quite avoid quite with since flawed very design,Negative,1
Since stopped avoid that working quite quite flawed very design,Negative,1
Horrible dissatisfied defective that avoid which fairly fairly low quality,Negative,1
It worth not and fairly quite dissatisfied somewhat extremely awful,Negative,1
Horrible fairly very flawed very design really fairly absolutely broke,Negative,1
Horrible materials cheap somewhat which unhappy do extremely not buy,Negative,1
Dissatisfied damaged very cheap very quite fairly somewhat fairly materials,Negative,1
Defective after unhappy waste of money fairly and terrible unreliable,Negative,1
Flawed design unhappy terrible but extremely damaged do and not buy,Negative,1
Broke waste dissatisfied of money after and really with cheap materials,Negative,1
